acc_y,acc_z,acc_dy,acc_dz,spd,pothole,date
0.027359,-0.033875,0.009323,-0.051911,16.559999,0,1595200850079
0.02504,-0.006866,-0.002319,-0.034225,16.559999,0,1595200850180
0.020996,0.009079,-0.004044,-0.015961,16.559999,0,1595200850281
0.023163,0.032959,0.002167,0.011963,16.559999,0,1595200850385
0.006882,0.030426,-0.016281,0.007263,16.559999,0,1595200850486
0.018494,0.002014,0.011612,-0.004868,16.559999,0,1595200850580
0.010056,-0.01915,-0.008438,-0.037644,16.559999,0,1595200850704
0.021851,-0.000687,0.011795,-0.010743,16.559999,0,1595200850794
0.025208,-0.004333,0.003357,-0.026184,16.559999,0,1595200850924
0.033951,-0.038956,0.008743,-0.064164,16.559999,0,1595200851017
0.022018,-0.010315,-0.011933,-0.044266,16.559999,0,1595200851117
0.018234,0.010986,-0.003784,-0.011032,16.559999,0,1595200851222
0.024002,0.007355,0.005768,-0.010879,16.559999,0,1595200851325
0.030792,0.005478,0.00679,-0.018524,16.559999,0,1595200851418
0.00087,-0.012024,-0.029922,-0.042816,16.559999,0,1595200851612
0.022842,0.006699,0.021972,0.005829,16.559999,0,1595200851734
0.012711,0.018082,-0.010131,-0.00476,16.559999,0,1595200851817
0.027802,-0.001678,0.015091,-0.014389,16.559999,0,1595200851920
0.018875,-0.000763,-0.008927,-0.028565,16.559999,0,1595200852022
0.026535,0.042648,0.00766,0.023773,16.559999,0,1595200852145
0.025589,0.024063,-0.000946,-0.002472,16.559999,0,1595200852226
0.007187,0.041931,-0.018402,0.016342,16.559999,0,1595200852329
0.031021,0.003601,0.023834,-0.003586,17.07,0,1595200852452
0.025558,0.011703,-0.005463,-0.019318,17.07,0,1595200852534
0.02211,0.024338,-0.003448,-0.00122,17.07,0,1595200852572
0.026459,0.046707,0.004349,0.024597,17.07,0,1595200852729
0.011627,0.030548,-0.014832,0.004089,17.07,0,1595200852840
0.02504,0.017059,0.013413,0.005432,17.07,0,1595200852943
0.023697,0.046906,-0.001343,0.021866,17.07,0,1595200853059
0.027451,0.006577,0.003754,-0.01712,17.07,0,1595200853148
0.023224,-0.029037,-0.004227,-0.056488,17.07,0,1595200853252
0.029877,-0.012527,0.006653,-0.035751,17.07,0,1595200853353
0.037415,-0.042007,0.007538,-0.071884,17.07,0,1595200853475
0.02092,0.019821,-0.016495,-0.017594,17.07,0,1595200853558
0.043732,0.028412,0.022812,0.007492,17.07,0,1595200853661
0.025696,0.060364,-0.018036,0.016632,17.07,0,1595200853783
0.025116,0.000305,-0.00058,-0.025391,17.07,0,1595200853877
0.028122,-0.04744,0.003006,-0.072556,17.07,0,1595200853967
0.029388,-0.014603,0.001266,-0.042725,17.07,0,1595200854102
0.026718,0.011063,-0.00267,-0.018325,17.07,0,1595200854194
0.042908,0.054092,0.01619,0.027374,17.07,0,1595200854376
0.022278,0.062057,-0.02063,0.019149,17.07,0,1595200854480
0.021439,0.075378,-0.000839,0.0531,17.07,0,1595200854505
0.038055,0.046265,0.016616,0.024826,17.07,0,1595200854605
0.022232,0.01973,-0.015823,-0.018325,17.07,0,1595200854787
0.024063,-0.031479,0.001831,-0.053711,17.07,0,1595200854819
0.042953,-0.015045,0.01889,-0.039108,17.07,0,1595200854932
0.025375,0.013992,-0.017578,-0.028961,17.07,0,1595200855085
0.023499,0.050247,-0.001876,0.024872,17.07,0,1595200855126
0.031281,0.05304,0.007782,0.029541,17.07,0,1595200855299
0.030243,-0.006744,-0.001038,-0.038025,17.07,0,1595200855327
0.027206,-0.012268,-0.003037,-0.042511,17.07,0,1595200855532
0.035034,-0.040192,0.007828,-0.067398,17.07,0,1595200855605
0.027039,-0.003235,-0.007995,-0.038269,17.07,0,1595200855708
0.029526,0.01506,0.002487,-0.011979,17.07,0,1595200855811
0.016174,0.016571,-0.013352,-0.012955,17.07,0,1595200855927
0.022827,0.051315,0.006653,0.035141,17.07,0,1595200856007
0.030853,0.025162,0.008026,0.002335,17.07,0,1595200856118
0.035156,-0.00676,0.004303,-0.037613,17.07,0,1595200856220
0.035202,0.004471,0.000046,-0.030685,17.07,0,1595200856337
0.025925,0.018661,-0.009277,-0.016541,17.07,0,1595200856444
0.025421,0.012772,-0.000504,-0.013153,17.07,0,1595200856558
0.032791,0.024673,0.00737,-0.000748,17.07,0,1595200856665
0.025116,0.054764,-0.007675,0.021973,17.07,0,1595200856747
0.032181,0.05484,0.007065,0.029724,17.07,0,1595200856835
0.049774,0.017944,0.017593,-0.014237,17.07,0,1595200856938
0.027054,-0.033432,-0.02272,-0.083206,17.07,0,1595200857066
0.018219,-0.041504,-0.008835,-0.068558,17.07,0,1595200857145
0.040146,0.007248,0.021927,-0.010971,17.07,0,1595200857345
0.029633,0.027725,-0.010513,-0.012421,17.07,0,1595200857449
0.026733,0.019867,-0.0029,-0.009766,17.76,0,1595200857475
0.026978,-0.00528,0.000245,-0.032013,17.76,0,1595200857566
0.027496,0.03389,0.000518,0.006912,17.76,0,1595200857756
0.026001,0.057388,-0.001495,0.029892,17.76,0,1595200857774
0.036301,0.047653,0.0103,0.021652,17.76,0,1595200857895
0.026779,0.011963,-0.009522,-0.024338,17.76,0,1595200858063
0.025772,0.022751,-0.001007,-0.004028,17.76,0,1595200858166
0.031128,0.045731,0.005356,0.019959,17.76,0,1595200858206
0.030167,0.016663,-0.000961,-0.014465,17.76,0,1595200858362
0.026764,0.026703,-0.003403,-0.003464,17.76,0,1595200858464
0.033813,0.128967,0.007049,0.102203,17.76,0,1595200858575
0.024872,0.131485,-0.008941,0.097672,17.76,0,1595200859090
-0.00148,0.132874,-0.026352,0.108002,17.76,0,1595200859090
0.046356,-0.00061,0.047836,0.00087,17.76,0,1595200859090
0.045349,-0.050003,-0.001007,-0.096359,17.76,0,1595200859090
0.041901,-0.080109,-0.003448,-0.125458,17.76,0,1595200859100
0.039703,0.037918,-0.002198,-0.003983,17.76,0,1595200859190
0.054092,0.078873,0.014389,0.03917,17.76,0,1595200859284
0.041595,0.077911,-0.012497,0.023819,17.76,0,1595200859411
0.048172,0.029114,0.006577,-0.012481,17.76,0,1595200859516
0.051437,0.025543,0.003265,-0.022629,17.76,0,1595200859606
0.05098,0.012085,-0.000457,-0.039352,17.76,0,1595200859742
0.045563,0.019363,-0.005417,-0.031617,17.76,0,1595200859827
0.06311,0.067642,0.017547,0.022079,17.76,0,1595200860010
0.051956,0.019348,-0.011154,-0.043762,17.76,0,1595200860029
0.053482,0.027222,0.001526,-0.024734,17.76,0,1595200860149
0.052811,0.025436,-0.000671,-0.028046,17.76,0,1595200860256
0.055328,0.05188,0.002517,-0.000931,17.76,0,1595200860410
0.098129,0.039368,0.042801,-0.01596,17.76,0,1595200860513
0.046646,0.036652,-0.051483,-0.061477,17.76,0,1595200860624
0.055862,0.033203,0.009216,-0.013443,17.76,0,1595200860843
0.042847,0.04628,-0.013015,-0.009582,17.76,0,1595200860937
0.06192,0.036331,0.019073,-0.006516,17.76,0,1595200860953
0.059814,0.033005,-0.002106,-0.028915,17.76,0,1595200861034
0.048065,0.002289,-0.011749,-0.057525,17.76,0,1595200861135
0.054825,0.020905,0.00676,-0.02716,17.76,0,1595200861331
0.033844,0.040344,-0.020981,-0.014481,17.76,0,1595200861443
0.036972,0.034317,0.003128,0.000473,17.76,0,1595200861767
0.048523,0.013382,0.011551,-0.02359,17.76,0,1595200861852
0.057816,0.001694,0.009293,-0.046829,17.76,0,1595200861852
0.049652,-0.022827,-0.008164,-0.080643,17.76,0,1595200861955
0.04689,-0.019135,-0.002762,-0.068787,17.76,0,1595200861955
0.038254,0.041061,-0.008636,-0.005829,17.76,0,1595200861968
0.05127,0.070953,0.013016,0.032699,17.76,0,1595200862090
0.049042,0.105789,-0.002228,0.054519,17.76,0,1595200862261
0.052094,0.047958,0.003052,-0.001084,17.76,0,1595200862363
0.051208,-0.017456,-0.000886,-0.06955,17.76,0,1595200862378
0.061966,-0.015121,0.010758,-0.066329,17.09,0,1595200862493
0.068985,0.062851,0.007019,0.000885,17.09,0,1595200862671
0.110062,0.047623,0.041077,-0.021362,17.09,0,1595200862703
0.044006,0.018082,-0.066056,-0.09198,17.09,0,1595200862868
0.067078,-0.028503,0.023072,-0.072509,17.09,0,1595200862971
0.094116,0.004501,0.027038,-0.062577,17.09,0,1595200863081
0.095474,0.023514,0.001358,-0.070602,17.09,0,1595200863184
0.111542,0.035583,0.016068,-0.059891,17.09,0,1595200863286
0.10199,0.063766,-0.009552,-0.047776,17.09,0,1595200863510
0.112137,0.043106,0.010147,-0.058884,17.09,0,1595200863593
0.107208,0.019699,-0.004929,-0.092438,17.09,0,1595200863607
0.110077,0.014694,0.002869,-0.092514,17.09,0,1595200863900
0.099915,-0.023087,-0.010162,-0.133164,17.09,0,1595200863914
0.104736,0.004364,0.004821,-0.095551,17.09,0,1595200863934
0.096634,0.001328,-0.008102,-0.103408,17.09,0,1595200864003
0.111755,0.015823,0.015121,-0.080811,17.09,0,1595200864105
0.112,0.005814,0.000245,-0.105941,17.09,0,1595200864207
0.091766,-0.019745,-0.020234,-0.131745,17.09,0,1595200864336
0.093719,0.02681,0.001953,-0.064956,17.09,0,1595200864412
0.091461,0.052536,-0.002258,-0.041183,17.09,0,1595200864527
0.097641,0.01059,0.00618,-0.080871,17.09,0,1595200864635
0.125122,-0.016083,0.027481,-0.113724,17.09,0,1595200864746
0.08989,-0.031662,-0.035232,-0.156784,17.09,0,1595200864846
0.111038,-0.046692,0.021148,-0.136582,17.09,0,1595200864927
0.08667,0.014969,-0.024368,-0.096069,17.09,0,1595200865033
0.110443,0.061356,0.023773,-0.025314,17.09,0,1595200865170
0.110352,0.055145,-0.000091,-0.055298,17.09,0,1595200865326
0.112717,0.079514,0.002365,-0.030838,17.09,0,1595200865356
0.095352,0.039413,-0.017365,-0.073304,17.09,0,1595200865463
0.100098,0.00943,0.004746,-0.085922,17.09,0,1595200865570
0.108917,0.020035,0.008819,-0.080063,17.09,0,1595200865666
0.112274,0.005264,0.003357,-0.103653,17.09,0,1595200865787
0.100891,0.031769,-0.011383,-0.080505,17.09,0,1595200865948
0.107895,0.027115,0.007004,-0.073776,17.09,0,1595200865984
0.103958,0.003494,-0.003937,-0.104401,17.09,0,1595200866152
0.11557,-0.006134,0.011612,-0.110092,17.09,0,1595200866254
0.13205,-0.014221,0.01648,-0.129791,17.09,0,1595200866358
0.136673,-0.020889,0.004623,-0.152939,17.09,0,1595200866461
0.120285,-0.039993,-0.016388,-0.176666,17.09,0,1595200866554
0.113174,-0.033722,-0.007111,-0.154007,17.09,0,1595200866684
0.105804,-0.022781,-0.00737,-0.135955,17.09,0,1595200866767
0.126923,-0.04039,0.021119,-0.146194,17.09,0,1595200866886
0.126266,-0.016525,-0.000657,-0.143448,17.09,0,1595200866973
0.136276,0.01619,0.01001,-0.110076,17.09,0,1595200867075
0.131058,0.010605,-0.005218,-0.125671,17.09,0,1595200867204
0.128922,0.002319,-0.002136,-0.128739,17.09,0,1595200867280
0.125671,-0.024429,-0.003251,-0.153351,17.09,0,1595200867476
0.125854,0.010849,0.000183,-0.114822,17.74,0,1595200867587
0.065033,-0.012543,-0.060821,-0.138397,17.74,0,1595200867604
0.081833,-0.023392,0.0168,-0.088425,17.74,0,1595200867705
0.100891,-0.026886,0.019058,-0.108719,17.74,0,1595200867833
0.088882,-0.04007,-0.012009,-0.140961,17.74,0,1595200867995
0.059265,-0.03273,-0.029617,-0.121612,17.74,0,1595200868033
0.073608,-0.006943,0.014343,-0.066208,17.74,0,1595200868198
0.107361,0.036301,0.033753,-0.037307,17.74,0,1595200868226
0.099106,0.014587,-0.008255,-0.092774,17.74,0,1595200868405
0.073746,-0.02597,-0.02536,-0.125076,17.74,0,1595200868507
0.03743,-0.031464,-0.036316,-0.10521,17.74,0,1595200868613
0.09024,-0.04274,0.05281,-0.08017,17.74,0,1595200868713
0.064209,0.02562,-0.026031,-0.06462,17.74,0,1595200868815
0.06691,-0.012634,0.002701,-0.076843,17.74,0,1595200868918
0.074127,-0.011292,0.007217,-0.078202,17.74,0,1595200869020
0.082199,-0.040253,0.008072,-0.11438,17.74,0,1595200869143
0.045593,-0.010681,-0.036606,-0.09288,17.74,0,1595200869236
0.078308,0.0168,0.032715,-0.028793,17.74,0,1595200869343
0.074402,0.020645,-0.003906,-0.057663,17.74,0,1595200869446
0.071808,-0.025665,-0.002594,-0.100067,17.74,0,1595200869546
0.06842,-0.005142,-0.003388,-0.07695,17.74,0,1595200869635
0.055862,-0.007065,-0.012558,-0.075485,17.74,0,1595200869761
0.080856,-0.04451,0.024994,-0.100372,17.74,0,1595200869856
0.056152,-0.000824,-0.024704,-0.08168,17.74,0,1595200869966
0.080856,-0.007187,0.024704,-0.063339,17.74,0,1595200870066
0.059586,0.016617,-0.02127,-0.064239,17.74,0,1595200870240
0.07695,-0.036209,0.017364,-0.095795,17.74,0,1595200870275
0.059952,0.018967,-0.016998,-0.057983,17.74,0,1595200870454
0.061783,-0.010284,0.001831,-0.070236,17.74,0,1595200870556
0.075333,-0.01236,0.01355,-0.074143,17.74,0,1595200870591
0.075623,0.022034,0.00029,-0.053299,17.74,0,1595200870760
0.064987,0.012558,-0.010636,-0.063065,17.74,0,1595200870862
0.076263,-0.017242,0.011276,-0.082229,17.74,0,1595200870966
0.057693,0.00177,-0.01857,-0.074493,17.74,0,1595200871060
0.058792,0.020386,0.001099,-0.037307,17.74,0,1595200871162
0.064178,0.054932,0.005386,-0.00386,17.74,0,1595200871273
0.063599,0.026428,-0.000579,-0.03775,17.74,0,1595200871376
0.082565,0.029678,0.018966,-0.033921,17.74,0,1595200871494
0.047028,-0.036743,-0.035537,-0.119308,17.74,0,1595200871581
0.058334,-0.042297,0.011306,-0.089325,17.74,0,1595200871705
0.060928,-0.011978,0.002594,-0.070312,17.74,0,1595200871785
0.088089,-0.022446,0.027161,-0.083374,17.74,0,1595200871907
0.08493,-0.025833,-0.003159,-0.113922,17.74,0,1595200872011
0.064926,-0.02562,-0.020004,-0.11055,17.74,0,1595200872123
0.068863,-0.026093,0.003937,-0.091019,17.74,0,1595200872235
0.064102,0.005127,-0.004761,-0.063736,17.74,0,1595200872306
0.067307,0.003403,0.003205,-0.060699,17.74,0,1595200872501
0.073959,0.049179,0.006652,-0.018128,17.85,0,1595200872604
0.07431,0.027695,0.000351,-0.046264,17.85,0,1595200872699
0.072144,0.028229,-0.002166,-0.046081,17.85,0,1595200872801
0.054047,-0.014664,-0.018097,-0.086808,17.85,0,1595200872912
0.028885,0.001801,-0.025162,-0.052246,17.85,0,1595200873014
0.050446,0.006989,0.021561,-0.021896,17.85,0,1595200873116
0.064133,0.038773,0.013687,-0.011673,17.85,0,1595200873219
0.06842,0.024414,0.004287,-0.039719,17.85,0,1595200873321
0.056839,0.008179,-0.011581,-0.060241,17.85,0,1595200873423
0.043793,0.027603,-0.013046,-0.029236,17.85,0,1595200873518
0.026489,0.011475,-0.017304,-0.032318,17.85,0,1595200873620
0.030716,0.007416,0.004227,-0.019073,17.85,0,1595200873731
0.046249,0.01944,0.015533,-0.011276,17.85,0,1595200873833
0.048401,-0.054016,0.002152,-0.100265,17.85,0,1595200873936
0.075089,0.022568,0.026688,-0.025833,17.85,0,1595200874037
0.049896,-0.014389,-0.025193,-0.089478,17.85,0,1595200874140
0.042419,0.014816,-0.007477,-0.03508,17.85,0,1595200874256
0.038849,0.059845,-0.00357,0.017426,17.85,0,1595200874363
0.064987,0.033707,0.026138,-0.005142,17.85,0,1595200874456
0.045853,-0.000534,-0.019134,-0.065521,17.85,0,1595200874574
0.051392,0.016632,0.005539,-0.029221,17.85,0,1595200874673
0.028687,0.051636,-0.022705,0.000244,17.85,0,1595200874773
0.030258,0.039703,0.001571,0.011016,17.85,0,1595200874888
0.039108,0.018723,0.00885,-0.011535,17.85,0,1595200874986
0.031647,0.010208,-0.007461,-0.0289,17.85,0,1595200875083
0.025391,-0.001678,-0.006256,-0.033325,17.85,0,1595200875257
0.021027,0.00679,-0.004364,-0.018601,17.85,0,1595200875285
0.046783,0.070847,0.025756,0.04982,17.85,0,1595200875387
0.035446,0.039734,-0.011337,-0.007049,17.85,0,1595200875575
0.049362,0.023712,0.013916,-0.011734,17.85,0,1595200875592
0.037231,0.005539,-0.012131,-0.043823,17.85,0,1595200875781
0.055405,-0.029449,0.018174,-0.06668,17.85,0,1595200875793
0.054031,-0.010574,-0.001374,-0.065979,17.85,0,1595200875982
0.055435,0.013275,0.001404,-0.040756,17.85,0,1595200876086
0.042725,0.066238,-0.01271,0.010803,17.85,0,1595200876114
0.025452,0.063171,-0.017273,0.020446,17.85,0,1595200876291
0.073715,-0.012634,0.048263,-0.038086,17.85,0,1595200876385
0.048874,-0.011459,-0.024841,-0.085174,17.85,0,1595200876487
0.028839,-0.022644,-0.020035,-0.071518,17.85,0,1595200876599
0.049576,0.024414,0.020737,-0.004425,17.85,0,1595200876700
0.048416,0.044525,-0.00116,-0.005051,17.85,0,1595200876816
0.064148,0.015106,0.015732,-0.03331,17.85,0,1595200876912
0.066025,-0.010742,0.001877,-0.07489,17.85,0,1595200877021
0.056946,0.036545,-0.009079,-0.02948,17.85,0,1595200877110
0.044296,0.023102,-0.01265,-0.033844,17.85,0,1595200877204
0.032501,0.026947,-0.011795,-0.017349,17.85,0,1595200877346
0.051346,0.000595,0.018845,-0.031906,17.85,0,1595200877430
0.059601,-0.005783,0.008255,-0.057129,17.85,0,1595200877544
0.046173,-0.023804,-0.013428,-0.083405,17.809999,0,1595200877622
0.067123,0.011734,0.02095,-0.034439,17.809999,0,1595200877828
0.060501,0.043777,-0.006622,-0.023346,17.809999,0,1595200877850
0.064728,0.015976,0.004227,-0.044525,17.809999,0,1595200877929
0.045792,0.041733,-0.018936,-0.022995,17.809999,0,1595200878033
0.05983,0.003021,0.014038,-0.042771,17.809999,0,1595200878163
0.056,-0.035583,-0.00383,-0.095413,17.809999,0,1595200878245
0.022385,0.05571,-0.033615,-0.00029,17.809999,0,1595200878360
0.075302,0.012177,0.052917,-0.010208,17.809999,0,1595200878483
0.050461,0.016968,-0.024841,-0.058334,17.809999,0,1595200878646
0.048767,0.00502,-0.001694,-0.045441,17.809999,0,1595200878665
0.068481,0.012558,0.019714,-0.036209,17.809999,0,1595200878849
0.072449,-0.022964,0.003968,-0.091445,17.809999,0,1595200878874
0.047318,0.015747,-0.025131,-0.056702,17.809999,0,1595200879055
0.053665,0.016785,0.006347,-0.030533,17.809999,0,1595200879158
0.079575,-0.020691,0.02591,-0.074356,17.809999,0,1595200879260
0.064133,0.005737,-0.015442,-0.073838,17.809999,0,1595200879363
0.079819,-0.020416,0.015686,-0.084549,17.809999,0,1595200879465
0.056244,-0.0159,-0.023575,-0.095719,17.809999,0,1595200879568
0.061172,-0.005051,0.004928,-0.061295,17.809999,0,1595200879670
0.067825,0.036041,0.006653,-0.025131,17.809999,0,1595200879787
0.049133,-0.031769,-0.018692,-0.099594,17.809999,0,1595200879888
0.065491,-0.03096,0.016358,-0.080093,17.809999,0,1595200879977
0.062393,0.002411,-0.003098,-0.06308,17.809999,0,1595200880081
0.071121,-0.049179,0.008728,-0.111572,17.809999,0,1595200880194
0.044556,-0.035233,-0.026565,-0.106354,17.809999,0,1595200880284
0.033813,0.032349,-0.010743,-0.012207,17.809999,0,1595200880394
0.041916,-0.027893,0.008103,-0.061706,17.809999,0,1595200880518
0.031677,-0.011185,-0.010239,-0.053101,17.809999,0,1595200880613
0.050415,0.013901,0.018738,-0.017776,17.809999,0,1595200880796
0.044968,-0.047394,-0.005447,-0.097809,17.809999,0,1595200880891
0.029022,0.020096,-0.015946,-0.024872,17.809999,0,1595200880917
0.076065,0.02272,0.047043,-0.006302,17.809999,0,1595200881103
0.063873,0.043213,-0.012192,-0.032852,17.809999,0,1595200881144
0.053406,0.036743,-0.010467,-0.02713,17.809999,0,1595200881307
0.051544,0.031021,-0.001862,-0.022385,17.809999,0,1595200881410
0.052673,0.007095,0.001129,-0.044449,17.809999,0,1595200881556
0.045868,0.000458,-0.006805,-0.052215,17.809999,0,1595200881811
0.060867,-0.009491,0.014999,-0.055359,17.809999,0,1595200881811
0.049789,0.00769,-0.011078,-0.053177,17.809999,0,1595200881922
0.056915,0.020874,0.007126,-0.028915,17.809999,0,1595200881936
0.046249,0.015411,-0.010666,-0.041504,17.809999,0,1595200882048
0.053833,0.007202,0.007584,-0.039047,17.809999,0,1595200882229
0.047638,0.000916,-0.006195,-0.052917,17.809999,0,1595200882264
0.063095,0.008194,0.015457,-0.039444,17.809999,0,1595200882332
0.05957,0.029419,-0.003525,-0.033676,17.809999,0,1595200882659
0.048019,0.091187,-0.011551,0.031617,16.950001,0,1595200882671
0.083618,-0.013367,0.035599,-0.061386,16.950001,0,1595200882844
0.096924,-0.023285,0.013306,-0.106903,16.950001,0,1595200882844
0.036484,0.036606,-0.06044,-0.060318,16.950001,0,1595200882979
0.032501,0.057297,-0.003983,0.020813,16.950001,0,1595200883049
0.046631,0.053909,0.01413,0.021408,16.950001,0,1595200883152
0.069489,0.018845,0.022858,-0.027786,16.950001,0,1595200883172
0.057312,-0.028458,-0.012177,-0.097947,16.950001,0,1595200883278
0.063751,-0.031235,0.006439,-0.088547,16.950001,0,1595200883451
0.049667,-0.00531,-0.014084,-0.069061,16.950001,0,1595200883476
0.056686,0.018021,0.007019,-0.031646,16.950001,0,1595200883595
0.055283,0.003876,-0.001403,-0.05281,16.950001,0,1595200883765
0.056824,0.015549,0.001541,-0.039734,16.950001,0,1595200883885
0.054901,0.008453,-0.001923,-0.048371,16.950001,0,1595200883970
0.037338,0.01651,-0.017563,-0.038391,16.950001,0,1595200884012
0.057907,0.01416,0.020569,-0.023178,16.950001,0,1595200884101
0.048904,0.037155,-0.009003,-0.020752,16.950001,0,1595200884196
0.049118,0.036545,0.000214,-0.012359,16.950001,0,1595200884395
0.043457,0.042389,-0.005661,-0.006729,16.950001,0,1595200884483
0.058289,0.051727,0.014832,0.00827,16.950001,0,1595200884524
0.045822,0.047958,-0.012467,-0.010331,16.950001,0,1595200884678
0.055145,0.039078,0.009323,-0.006744,16.950001,0,1595200884722
0.051041,-0.009155,-0.004104,-0.0643,16.950001,0,1595200884892
0.058182,0.03067,0.007141,-0.020371,16.950001,0,1595200884922
0.060638,0.033218,0.002456,-0.024964,16.950001,0,1595200885097
0.057587,0.035187,-0.003051,-0.025451,16.950001,0,1595200885199
0.052521,0.038284,-0.005066,-0.019303,16.950001,0,1595200885241
0.057983,0.007065,0.005462,-0.045456,16.950001,0,1595200885403
0.045746,-0.003113,-0.012237,-0.061096,16.950001,0,1595200885506
0.051453,0.024506,0.005707,-0.02124,16.950001,0,1595200885627
0.051407,0.000992,-0.000046,-0.050461,16.950001,0,1595200885712
0.066574,0.041382,0.015167,-0.010025,16.950001,0,1595200885841
0.030457,0.026093,-0.036117,-0.040481,16.950001,0,1595200885925
0.028961,-0.012878,-0.001496,-0.043335,16.950001,0,1595200886049
0.041718,0.012299,0.012757,-0.016662,16.950001,0,1595200886130
0.062119,-0.029327,0.020401,-0.071045,16.950001,0,1595200886326
0.050308,0.044525,-0.011811,-0.017594,16.950001,0,1595200886428
0.05217,-0.067841,0.001862,-0.118149,16.950001,0,1595200886531
0.055801,0.06514,0.003631,0.01297,16.950001,0,1595200886625
0.061081,0.091232,0.00528,0.035431,16.950001,0,1595200886727
0.035919,0.02536,-0.025162,-0.035721,16.950001,0,1595200886844
0.032181,-0.011261,-0.003738,-0.04718,16.950001,0,1595200886941
0.067749,-0.027161,0.035568,-0.059342,16.950001,0,1595200887056
0.065002,-0.059845,-0.002747,-0.127594,16.950001,0,1595200887171
0.048386,0.03038,-0.016616,-0.034622,16.950001,0,1595200887256
0.043289,0.050751,-0.005097,0.002365,16.950001,0,1595200887350
0.036438,0.052795,-0.006851,0.009506,16.950001,0,1595200887466
0.041199,0.029953,0.004761,-0.006485,16.950001,0,1595200887569
0.073547,-0.00766,0.032348,-0.048859,15.61,0,1595200887680
0.054642,0.075623,-0.018905,0.002076,15.61,0,1595200887863
0.065018,-0.002045,0.010376,-0.056687,15.61,0,1595200887965
0.039566,-0.026505,-0.025452,-0.091523,15.61,0,1595200888067
0.051758,0.093307,0.012192,0.053741,15.61,0,1595200888089
0.05484,0.075256,0.003082,0.023498,15.61,0,1595200888179
0.056015,0.023636,0.001175,-0.031204,15.61,0,1595200888783
0.046555,0.017105,-0.00946,-0.03891,15.61,0,1595200888814
0.055283,-0.038589,0.008728,-0.085144,15.61,0,1595200888903
0.045013,-0.022964,-0.01027,-0.078247,15.61,0,1595200888988
0.053528,0.002396,0.008515,-0.042617,15.61,0,1595200888988
0.075333,0.009415,0.021805,-0.044113,15.61,0,1595200889001
0.058624,0.050003,-0.016709,-0.02533,15.61,0,1595200889092
0.054153,-0.001831,-0.004471,-0.060455,15.61,0,1595200889104
0.050171,0.018936,-0.003982,-0.035217,15.61,0,1595200889207
0.062088,-0.033356,0.011917,-0.083527,15.61,0,1595200889296
0.040878,-0.005859,-0.02121,-0.067947,15.61,0,1595200889398
0.047592,0.009369,0.006714,-0.031509,15.61,0,1595200889492
0.057709,0.024063,0.010117,-0.023529,15.61,0,1595200889612
0.03894,0.027496,-0.018769,-0.030213,15.61,0,1595200889705
0.046295,0.02951,0.007355,-0.00943,15.61,0,1595200889824
0.054581,0.002274,0.008286,-0.044021,15.61,0,1595200890011
0.072968,-0.001801,0.018387,-0.056382,15.61,0,1595200890235
0.026657,0.037415,-0.046311,-0.035553,15.61,0,1595200890311
0.057831,0.025146,0.031174,-0.001511,15.61,0,1595200890324
0.049988,0.0159,-0.007843,-0.041931,15.61,0,1595200890414
0.052856,0.011658,0.002868,-0.03833,15.61,0,1595200890524
0.063995,0.019928,0.011139,-0.032928,15.61,0,1595200890627
0.057693,-0.022003,-0.006302,-0.085998,15.61,0,1595200890832
0.041824,-0.006393,-0.015869,-0.064086,15.61,0,1595200891036
0.047211,0.012848,0.005387,-0.028976,15.61,0,1595200891268
0.03743,-0.010727,-0.009781,-0.057938,15.61,0,1595200891365
0.045029,-0.034332,0.007599,-0.071762,15.61,0,1595200891446
0.038147,-0.000122,-0.006882,-0.045151,15.61,0,1595200891446
0.029251,0.013062,-0.008896,-0.025085,15.61,0,1595200891753
0.053543,0.023193,0.024292,-0.006058,15.61,0,1595200891753
0.045441,-0.001755,-0.008102,-0.055298,15.61,0,1595200891855
0.050354,-0.011459,0.004913,-0.0569,15.61,0,1595200891855
0.050659,0.006927,0.000305,-0.043427,15.61,0,1595200891869
0.062073,0.001434,0.011414,-0.049225,15.61,0,1595200891982
0.033447,-0.040421,-0.028626,-0.102494,15.61,0,1595200892052
0.032669,-0.037109,-0.000778,-0.070556,15.61,0,1595200892065
0.02095,-0.008102,-0.011719,-0.040771,15.61,0,1595200892163
0.029022,0.002182,0.008072,-0.018768,15.61,0,1595200892265
0.048203,0.001785,0.019181,-0.027237,15.61,0,1595200892470
0.016159,-0.012939,-0.032044,-0.061142,15.61,0,1595200892589
0.026016,0.00325,0.009857,-0.012909,16.6,0,1595200892675
0.039734,0.03566,0.013718,0.009644,16.6,0,1595200892710
0.032654,-0.031815,-0.00708,-0.071549,16.6,0,1595200892788
0.021118,-0.030075,-0.011536,-0.062729,16.6,0,1595200892902
0.013443,0.002213,-0.007675,-0.018905,16.6,0,1595200893002
0.025757,-0.019928,0.012314,-0.033371,16.6,0,1595200893107
0.024536,-0.007996,-0.001221,-0.033753,16.6,0,1595200893211
0.032654,0.064636,0.008118,0.0401,16.6,0,1595200893289
0.038422,0.013321,0.005768,-0.019333,16.6,0,1595200893413
0.082245,-0.016937,0.043823,-0.055359,16.6,0,1595200893512
0.002609,-0.047272,-0.079636,-0.129517,16.6,0,1595200893690
