acc_x,acc_y,acc_z,acc_dx,acc_dy,acc_dz,pothole,date
0.018234,0.085709,-0.062683,0.003586,0.002274,-0.146118,0,1595105652002
-0.018036,0.071564,-0.016113,-0.03627,-0.014145,-0.101822,0,1595105652103
-0.01712,0.036377,-0.023819,0.000916,-0.035187,-0.095383,0,1595105652206
-0.0009,0.063385,0.071228,0.01622,0.027008,0.034851,0,1595105652308
-0.014725,0.055328,-0.034042,-0.013825,-0.008057,-0.097427,0,1595105652411
0.012177,0.069504,-0.049637,0.026902,0.014176,-0.104965,0,1595105652513
-0.044708,0.05127,0.300934,-0.056885,-0.018234,0.23143,0,1595105652615
-0.010147,0.049591,0.209488,0.034561,-0.001679,0.158218,0,1595105652637
0.001831,0.097626,0.155182,0.011978,0.048035,0.105591,0,1595105652819
0.025864,0.091858,0.066849,0.024033,-0.005768,-0.030777,0,1595105652922
0.007874,0.034897,-0.026077,-0.01799,-0.056961,-0.117935,0,1595105652958
0.057312,0.022675,0.138031,0.049438,-0.012222,0.103134,0,1595105653055
0.031708,-0.016724,-0.003235,-0.025604,-0.039399,-0.02591,0,1595105653230
0.02626,0.010513,0.22261,-0.005448,0.027237,0.239334,0,1595105653332
0.022675,-0.013641,-0.097229,-0.003585,-0.024154,-0.107742,0,1595105653374
0.04837,-0.058578,-0.086197,0.025695,-0.044937,-0.072556,0,1595105653476
-0.029694,-0.031754,-0.065582,-0.078064,0.026824,-0.007004,0,1595105653639
0.020309,-0.042603,0.095856,0.050003,-0.010849,0.12761,0,1595105653659
0.007339,-0.02507,0.02153,-0.01297,0.017533,0.064133,0,1595105653843
-0.042053,0.00058,0.569153,-0.049392,0.02565,0.594223,0,1595105653947
0.083237,-0.078842,0.22937,0.12529,-0.079422,0.22879,0,1595105654049
0.044113,-0.085236,-0.038895,-0.039124,-0.006394,0.039947,0,1595105654165
0.022812,-0.050858,0.028076,-0.021301,0.034378,0.113312,0,1595105654267
0.031372,-0.040726,0.014374,0.00856,0.010132,0.065232,0,1595105654356
0.000946,0.026901,0.097321,-0.030426,0.067627,0.138047,0,1595105654458
0.015167,0.0233,-0.034836,0.014221,-0.003601,-0.061737,0,1595105654561
0.02533,0.016479,-0.026459,0.010163,-0.006821,-0.049759,0,1595105654677
-0.019318,-0.037079,0.054642,-0.044648,-0.053558,0.038163,0,1595105654773
-0.003937,-0.015244,-0.007156,0.015381,0.021835,0.029923,0,1595105654883
0.008087,-0.008698,-0.11438,0.012024,0.006546,-0.099136,0,1595105655073
0.004623,0.005539,-0.194611,-0.003464,0.014237,-0.185913,0,1595105655086
0.007523,0.017654,0.084793,0.0029,0.012115,0.079254,0,1595105655278
0.04364,-0.008942,0.121002,0.036117,-0.026596,0.103348,0,1595105655380
0.028946,-0.005661,0.150497,-0.014694,0.003281,0.159439,0,1595105655483
0.04924,-0.04332,-0.016769,0.020294,-0.037659,-0.011108,0,1595105655585
0.057892,-0.030563,0.130051,0.008652,0.012757,0.173371,0,1595105655688
0.06575,-0.02095,-0.017654,0.007858,0.009613,0.012909,0,1595105655790
0.072845,-0.035599,-0.077011,0.007095,-0.014649,-0.056061,0,1595105655828
0.019043,-0.064743,0.133987,-0.053802,-0.029144,0.169586,0,1595105655994
0.048447,-0.037308,0.243073,0.029404,0.027435,0.307816,0,1595105656301
0.017914,-0.033188,-0.105148,-0.030533,0.00412,-0.06784,0,1595105656442
0.068832,-0.044571,-0.067902,0.050918,-0.011383,-0.034714,0,1595105656507
0.058609,-0.037323,0.079636,-0.010223,0.007248,0.124207,0,1595105656526
0.03978,-0.033127,-0.00885,-0.018829,0.004196,0.028473,0,1595105656533
0.046799,-0.02861,0.109406,0.007019,0.004517,0.142533,0,1595105656632
0.039902,-0.028717,-0.040436,-0.006897,-0.000107,-0.011826,0,1595105656711
0.049149,0.016754,0.008545,0.009247,0.045471,0.037262,0,1595105656813
0.020035,0.030975,0.117981,-0.029114,0.014221,0.101227,0,1595105656916
0.012909,0.071045,0.14743,-0.007126,0.04007,0.116455,0,1595105657022
0.045746,0.030258,-0.036484,0.032837,-0.040787,-0.107529,0,1595105657151
0.021713,0.007675,-0.137589,-0.024033,-0.022583,-0.167847,0,1595105657241
-0.064972,0.085571,-0.031021,-0.086685,0.077896,-0.038696,0,1595105657356
0.012924,0.042725,-0.168488,0.077896,-0.042846,-0.254059,0,1595105657428
0.021515,-0.014694,0.446793,0.008591,-0.057419,0.404068,0,1595105657637
0.007843,-0.002625,0.335876,-0.013672,0.012069,0.35057,0,1595105657666
-0.057144,0.008621,0.452271,-0.064987,0.011246,0.454896,0,1595105657754
0.009308,0.007477,0.266861,0.066452,-0.001144,0.25824,0,1595105657872
-0.00592,-0.076523,0.37944,-0.015228,-0.084,0.371963,0,1595105658230
0.040146,-0.074707,0.159637,0.046066,0.001816,0.23616,0,1595105658230
0.027252,-0.049179,-0.014633,-0.012894,0.025528,0.060074,0,1595105658230
-0.012253,-0.087708,0.143799,-0.039505,-0.038529,0.192978,0,1595105658350
-0.078049,-0.041443,0.552246,-0.065796,0.046265,0.639954,0,1595105658452
0.003052,0.018188,0.400879,0.081101,0.059631,0.442322,0,1595105658555
-0.005508,-0.017746,0.330933,-0.00856,-0.035934,0.312745,0,1595105658657
-0.054245,0.055389,0.084976,-0.048737,0.073135,0.102722,0,1595105658759
0.029251,0.025986,0.052933,0.083496,-0.029403,-0.002456,0,1595105658861
0.000946,-0.002655,-0.157394,-0.028305,-0.028641,-0.18338,0,1595105658983
0.025406,0.052292,-0.063736,0.02446,0.054947,-0.061081,0,1595105659090
0.039703,0.016052,-0.061493,0.014297,-0.03624,-0.113785,0,1595105659185
0.067093,0.018936,-0.035385,0.02739,0.002884,-0.051437,0,1595105659271
0.095001,0.014069,0.03952,0.027908,-0.004867,0.020584,0,1595105659374
0.063599,0.034149,-0.025482,-0.031402,0.02008,-0.039551,0,1595105659476
0.042679,0.020172,-0.082184,-0.02092,-0.013977,-0.116333,0,1595105659886
0.002151,0.009888,0.038559,-0.040528,-0.010284,0.018387,0,1595105659989
0.01535,-0.031387,-0.15239,0.013199,-0.041275,-0.162278,0,1595105659989
-0.026779,0.032837,0.227829,-0.042129,0.064224,0.259216,0,1595105660091
0.031418,-0.00589,0.138199,0.058197,-0.038727,0.105362,0,1595105660104
0.002029,-0.013596,0.066559,-0.029389,-0.007706,0.072449,0,1595105660130
0.007263,-0.078003,0.327377,0.005234,-0.064407,0.340973,0,1595105660193
0.052567,0.027954,-0.421997,0.045304,0.105957,-0.343994,0,1595105660309
0.035202,0.022171,0.071243,-0.017365,-0.005783,0.043289,0,1595105660425
-0.006714,0.02742,0.495102,-0.041916,0.005249,0.472931,0,1595105660602
0.043549,0.002304,-0.007034,0.050263,-0.025116,-0.034454,0,1595105660704
-0.025528,-0.00798,0.051849,-0.069077,-0.010284,0.049545,0,1595105660807
-0.012329,-0.018066,0.171295,0.013199,-0.010086,0.179275,0,1595105660910
0.020462,0.006973,0.165833,0.032791,0.025039,0.183899,0,1595105661012
-0.036865,0.036575,0.124649,-0.057327,0.029602,0.117676,0,1595105661115
-0.003723,-0.008606,-0.055923,0.033142,-0.045181,-0.092498,0,1595105661231
0.062485,-0.018448,0.137894,0.066208,-0.009842,0.1465,0,1595105661338
0.044373,0.011063,-0.037582,-0.018112,0.029511,-0.019134,0,1595105661437
0.034744,0.001526,0.061417,-0.009629,-0.009537,0.050354,0,1595105661537
0.064056,0.013,-0.339081,0.029312,0.011474,-0.340607,0,1595105661626
0.000153,0.011337,-0.584534,-0.063903,-0.001663,-0.597534,0,1595105661759
0.053711,-0.055405,0.23851,0.053558,-0.066742,0.227173,0,1595105661831
-0.011887,-0.009308,0.397491,-0.065598,0.046097,0.452896,0,1595105661974
0.022125,0.050262,0.002304,0.034012,0.05957,0.011612,0,1595105662154
0.036011,0.025787,0.043213,0.013886,-0.024475,-0.007049,0,1595105662343
0.004822,0.044006,0.022812,-0.031189,0.018219,-0.002975,0,1595105662472
-0.025696,0.031082,0.013931,-0.030518,-0.012924,-0.030075,0,1595105662548
0.030563,-0.045609,-0.066483,0.056259,-0.076691,-0.097565,0,1595105662561
-0.022476,0.009903,0.099625,-0.053039,0.055512,0.145234,0,1595105662650
-0.070541,0.001968,0.265671,-0.048065,-0.007935,0.255768,0,1595105662753
-0.058212,-0.039429,0.098404,0.012329,-0.041397,0.096436,0,1595105662792
-0.026672,-0.022812,-0.088516,0.03154,0.016617,-0.049087,0,1595105662958
0.002975,-0.026855,-0.346924,0.029647,-0.004043,-0.324112,0,1595105662996
-0.000519,0.046127,0.178284,-0.003494,0.072982,0.205139,0,1595105663163
0.053162,0.093445,0.137207,0.053681,0.047318,0.09108,0,1595105663265
0.066895,0.038605,0.224503,0.013733,-0.05484,0.131058,0,1595105663367
0.075211,-0.027786,0.346573,0.008316,-0.066391,0.307968,0,1595105663484
0.032578,-0.004608,0.093933,-0.042633,0.023178,0.121719,0,1595105663572
-0.005234,0.026764,0.190292,-0.037812,0.031372,0.1949,0,1595105663692
0.006348,0.023621,0.184448,0.011582,-0.003143,0.157684,0,1595105663795
-0.001999,0.060364,-0.027969,-0.008347,0.036743,-0.05159,0,1595105663893
0.063156,0.059784,0.077118,0.065155,-0.00058,0.016754,0,1595105664111
-0.010284,0.030396,0.042419,-0.07344,-0.029388,-0.017365,0,1595105664111
0.004974,0.032623,0.05188,0.015258,0.002227,0.021484,0,1595105664256
-0.029404,0.063904,-0.279083,-0.034378,0.031281,-0.311706,0,1595105664346
-0.062744,-0.001251,0.270111,-0.03334,-0.065155,0.206207,0,1595105664493
-0.013428,0.029144,-0.006302,0.049316,0.030395,-0.005051,0,1595105664521
-0.017624,0.047836,0.158035,-0.004196,0.018692,0.128891,0,1595105664725
-0.00296,0.061768,-0.256653,0.014664,0.013932,-0.304489,0,1595105664870
-0.003708,0.030701,-0.343948,-0.000748,-0.031067,-0.405716,0,1595105664870
0.003601,0.042603,-0.113037,0.007309,0.011902,-0.143738,0,1595105664957
0.02182,0.073776,-0.092758,0.018219,0.031173,-0.135361,0,1595105665108
0.058624,0.040344,0.015106,0.036804,-0.033432,-0.05867,0,1595105665170
0.020599,0.031738,0.286896,-0.038025,-0.008606,0.246552,0,1595105665273
0.010864,0.037094,0.136368,-0.009735,0.005356,0.10463,0,1595105665346
-0.027542,0.075699,0.054123,-0.038406,0.038605,0.017029,0,1595105665619
-0.055054,0.025665,0.318848,-0.027512,-0.050034,0.243149,0,1595105665641
-0.026321,0.032898,-0.0439,0.028733,0.007233,-0.069565,0,1595105665737
-0.141296,0.085083,0.185013,-0.114975,0.052185,0.152115,0,1595105665950
-0.024414,0.043488,-0.0784,0.116882,-0.041595,-0.163483,0,1595105665951
-0.035431,0.041397,-0.066757,-0.011017,-0.002091,-0.110245,0,1595105666052
0.074799,0.029053,-0.276428,0.11023,-0.012344,-0.317825,0,1595105666233
0.019897,0.021851,-0.531921,-0.054902,-0.007202,-0.560974,0,1595105666233
0.030167,0.077835,-0.385361,0.01027,0.055984,-0.407212,0,1595105666361
0.007492,0.037735,-0.172531,-0.022675,-0.0401,-0.250366,0,1595105666449
0.041626,0.031479,-0.404205,0.034134,-0.006256,-0.44194,0,1595105666544
0.043777,0.041901,-0.244339,0.002151,0.010422,-0.275818,0,1595105666666
-0.014359,0.020508,0.169281,-0.058136,-0.021393,0.12738,0,1595105666727
-0.001495,0.042816,0.057785,0.012864,0.022308,0.037277,0,1595105666871
-0.041748,0.085754,-0.089752,-0.040253,0.042938,-0.132568,0,1595105666977
-0.002518,0.053772,0.102371,0.03923,-0.031982,0.016617,0,1595105667080
0.025696,0.058914,0.220795,0.028214,0.005142,0.167023,0,1595105667184
-0.006531,0.095596,-0.106522,-0.032227,0.036682,-0.165436,0,1595105667281
0.046967,0.068237,-0.04538,0.053498,-0.027359,-0.140976,0,1595105667351
-0.006653,0.0784,-0.046448,-0.05362,0.010163,-0.114685,0,1595105667480
0.034485,0.024658,-0.198425,0.041138,-0.053742,-0.276825,0,1595105667592
0.011063,0.104889,0.200775,-0.023422,0.080231,0.176117,0,1595105667719
-0.002731,0.081757,0.065399,-0.013794,-0.023132,-0.03949,0,1595105667794
0.060165,0.039612,-0.212204,0.062896,-0.042145,-0.293961,0,1595105668077
0.003387,0.073441,0.171753,-0.056778,0.033829,0.132141,0,1595105668179
0.005066,0.097549,0.081955,0.001679,0.024108,0.008514,0,1595105668384
-0.010834,0.065872,-0.032394,-0.0159,-0.031677,-0.129943,0,1595105668487
0.007248,0.059448,0.045517,0.018082,-0.006424,-0.020355,0,1595105668487
-0.019745,0.061829,0.039856,-0.026993,0.002381,-0.019592,0,1595105668724
-0.022476,0.057266,-0.124741,-0.002731,-0.004563,-0.18657,0,1595105668724
-0.015732,0.05777,0.003357,0.006744,0.000504,-0.053909,0,1595105668760
-0.053604,0.050247,-0.107986,-0.037872,-0.007523,-0.165756,0,1595105668824
-0.007706,0.080566,-0.129578,0.045898,0.030319,-0.179825,0,1595105669002
-0.020157,0.055527,-0.031937,-0.012451,-0.025039,-0.112503,0,1595105669017
0.017761,0.091095,0.174332,0.037918,0.035568,0.118805,0,1595105669127
0.044434,0.061768,0.060577,0.026673,-0.029327,-0.030518,0,1595105669224
0.044266,0.056091,0.149124,-0.000168,-0.005677,0.087356,0,1595105669324
0.031326,0.078598,-0.059372,-0.01294,0.022507,-0.115463,0,1595105669614
-0.007431,0.060425,-0.122559,-0.038757,-0.018173,-0.201157,0,1595105669614
0.003662,0.067139,0.017883,0.011093,0.006714,-0.042542,0,1595105669733
-0.002792,0.087891,-0.115448,-0.006454,0.020752,-0.182587,0,1595105669736
0.079346,0.07724,-0.256104,0.082138,-0.010651,-0.343995,0,1595105669920
0.093201,0.063934,0.054352,0.013855,-0.013306,-0.022888,0,1595105670045
0.016907,0.081879,0.156311,-0.076294,0.017945,0.092377,0,1595105670110
0.052841,0.048981,0.176941,0.035934,-0.032898,0.095062,0,1595105670228
-0.019302,0.073669,0.071808,-0.072143,0.024688,0.022827,0,1595105670331
-0.004471,0.084808,-0.005539,0.014831,0.011139,-0.079208,0,1595105670534
-0.017517,0.107986,0.064728,-0.013046,0.023178,-0.02008,0,1595105670534
0.07872,0.064209,-0.282013,0.096237,-0.043777,-0.389999,0,1595105670663
0.068451,0.123505,-0.302063,-0.010269,0.059296,-0.366272,0,1595105670842
0.022369,0.068405,-0.04538,-0.046082,-0.0551,-0.168885,0,1595105670842
0.037033,-0.00473,0.12796,0.014664,-0.073135,0.059555,0,1595105670944
-0.003204,0.04631,0.173615,-0.040237,0.05104,0.178345,0,1595105671178
0.025803,0.101654,0.095764,0.029007,0.055344,0.049454,0,1595105671178
0.025177,0.163177,-0.135132,-0.000626,0.061523,-0.236786,0,1595105671265
0.069763,0.078308,-0.151108,0.044586,-0.084869,-0.314285,0,1595105671464
0.054764,0.017181,0.131271,-0.014999,-0.061127,0.052963,0,1595105671464
0.031082,0.06337,-0.118271,-0.023682,0.046189,-0.135452,0,1595105671589
0.057861,0.073624,-0.233521,0.026779,0.010254,-0.296891,0,1595105671763
0.011536,0.087585,-0.127762,-0.046325,0.013961,-0.201386,0,1595105671791
-0.025345,0.078705,-0.315216,-0.036881,-0.00888,-0.402801,0,1595105671909
-0.069809,0.051529,0.005051,-0.044464,-0.027176,-0.073654,0,1595105672070
-0.006653,0.040146,0.051544,0.063156,-0.011383,0.000015,0,1595105672173
-0.036606,0.091461,-0.01619,-0.029953,0.051315,-0.056336,0,1595105672235
-0.004517,0.098145,0.015121,0.032089,0.006684,-0.07634,0,1595105672333
0.028793,0.065079,0.220596,0.03331,-0.033066,0.122451,0,1595105672501
0.050293,0.05722,-0.018402,0.0215,-0.007859,-0.083481,0,1595105672686
0.010361,0.063721,0.108688,-0.039932,0.006501,0.051468,0,1595105672686
-0.000351,0.064301,0.08699,-0.010712,0.00058,0.023269,0,1595105672788
0.036438,0.066055,0.032196,0.036789,0.001754,-0.032105,0,1595105673020
0.050598,0.070389,-0.0233,0.01416,0.004334,-0.089355,0,1595105673020
0.034607,0.073914,0.156418,-0.015991,0.003525,0.086029,0,1595105673134
0.023911,0.068024,0.051758,-0.010696,-0.00589,-0.022156,0,1595105673299
0.045624,0.052628,-0.152527,0.021713,-0.015396,-0.220551,0,1595105673327
0.057388,0.040024,0.006989,0.011764,-0.012604,-0.045639,0,1595105673427
0.033539,0.043808,0.076691,-0.023849,0.003784,0.036667,0,1595105673623
0.07048,0.040115,-0.240143,0.036941,-0.003693,-0.283951,0,1595105673623
0.073578,0.112473,-0.311264,0.003098,0.072358,-0.351379,0,1595105673773
0.045639,0.076935,-0.330048,-0.027939,-0.035538,-0.442521,0,1595105673862
0.026306,0.035767,-0.267868,-0.019333,-0.041168,-0.344803,0,1595105673936
0.00502,0.035812,0.005722,-0.021286,0.000045,-0.030045,0,1595105674127
-0.039536,0.088608,-0.187378,-0.044556,0.052796,-0.22319,0,1595105674332
-0.096405,0.132309,-0.018875,-0.056869,0.043701,-0.107483,0,1595105674332
0.038818,0.071884,-0.267914,0.135223,-0.060425,-0.400223,0,1595105674452
0.053177,0.011307,0.304443,0.014359,-0.060577,0.232559,0,1595105674553
0.102539,0.088074,0.089935,0.049362,0.076767,0.078628,0,1595105674639
0.070908,0.141357,-0.198105,-0.031631,0.053283,-0.286179,0,1595105674737
0.033615,0.109802,0.162384,-0.037293,-0.031555,0.021027,0,1595105674836
0.057602,0.048782,-0.050919,0.023987,-0.06102,-0.160721,0,1595105674960
0.016068,0.07666,-0.051819,-0.041534,0.027878,-0.100601,0,1595105675142
-0.005875,0.075928,-0.142532,-0.021943,-0.000732,-0.219192,0,1595105675142
0.082108,0.107712,0.138412,0.087983,0.031784,0.062484,0,1595105675271
0.056519,0.05159,0.104568,-0.025589,-0.056122,-0.003144,0,1595105675506
0.072723,0.06778,0.19873,0.016204,0.01619,0.14714,0,1595105675506
0.091553,0.089615,0.173691,0.01883,0.021835,0.105911,0,1595105675575
0.050079,0.113754,0.107605,-0.041474,0.024139,0.01799,0,1595105675757
0.078186,0.080963,-0.289871,0.028107,-0.032791,-0.403625,0,1595105675864
0.109589,0.08754,-0.367569,0.031403,0.006577,-0.448532,0,1595105675963
0.084793,0.061035,-0.189163,-0.024796,-0.026505,-0.276703,0,1595105675993
0.086594,0.073318,-0.02565,0.001801,0.012283,-0.086685,0,1595105676096
0.033432,0.103912,-0.249664,-0.053162,0.030594,-0.322982,0,1595105676269
0.06427,0.041946,-0.459213,0.030838,-0.061966,-0.563125,0,1595105676372
-0.028763,0.09639,0.33197,-0.093033,0.054444,0.290024,0,1595105676412
-0.00058,0.086624,-0.016678,0.028183,-0.009766,-0.113068,0,1595105676576
-0.006485,0.11702,0.19574,-0.005905,0.030396,0.109116,0,1595105676678
0.008789,0.121628,0.248154,0.015274,0.004608,0.131134,0,1595105676782
0.00058,0.104874,0.256897,-0.008209,-0.016754,0.135269,0,1595105676884
0.045273,0.117462,-0.202332,0.044693,0.012588,-0.307206,0,1595105676987
0.01622,0.148849,-0.176834,-0.029053,0.031387,-0.294296,0,1595105677191
0.04332,0.104797,-0.249893,0.0271,-0.044052,-0.398742,0,1595105677314
0.023209,0.125,-0.040405,-0.020111,0.020203,-0.145202,0,1595105677314
0.030884,0.119217,0.158676,0.007675,-0.005783,0.033676,0,1595105677497
-0.024979,0.122345,0.152863,-0.055863,0.003128,0.033646,0,1595105677511
-0.000443,0.165176,0.174911,0.024536,0.042831,0.052566,0,1595105677600
0.048401,0.098694,0.169174,0.048844,-0.066482,0.003998,0,1595105677716
-0.001678,0.146118,0.095413,-0.050079,0.047424,-0.003281,0,1595105677839
0.058212,0.164597,0.098251,0.05989,0.018479,-0.047867,0,1595105677913
0.010071,0.176926,0.007416,-0.048141,0.012329,-0.157181,0,1595105678035
0.048355,0.181549,0.101974,0.038284,0.004623,-0.074952,0,1595105678152
0.05722,0.144638,-0.002533,0.008865,-0.036911,-0.184082,0,1595105678250
0.153183,0.079468,0.23671,0.095963,-0.06517,0.092072,0,1595105678419
-0.005554,0.195251,0.537796,-0.158737,0.115783,0.458328,0,1595105678521
0.126633,0.086823,-0.96843,0.132187,-0.108428,-1.163681,0,1595105678624
-0.214523,0.16333,0.023804,-0.341156,0.076507,-0.063019,0,1595105678726
-0.002594,0.028992,1.009506,0.211929,-0.134338,0.846176,0,1595105678848
-0.072327,0.246429,0.460892,-0.069733,0.217437,0.4319,0,1595105678931
0.028076,0.191132,-0.027359,0.100403,-0.055297,-0.273788,0,1595105679035
0.021545,0.255188,0.020508,-0.006531,0.064056,-0.170624,0,1595105679152
-0.001389,0.408218,-0.2509,-0.022934,0.15303,-0.506088,0,1595105679239
0.041779,0.370148,-0.133347,0.043168,-0.03807,-0.541565,0,1595105679341
0.007416,0.341705,0.088699,-0.034363,-0.028443,-0.281449,0,1595105679615
0.009964,0.318344,0.087341,0.002548,-0.023361,-0.254364,0,1595105679615
0.022766,0.290985,-0.030563,0.012802,-0.027359,-0.348907,0,1595105679668
0.025864,0.234558,-0.021606,0.003098,-0.056427,-0.312591,0,1595105679765
0.021896,0.177078,0.013733,-0.003968,-0.05748,-0.220825,0,1595105679865
0.044464,0.169083,-0.001633,0.022568,-0.007995,-0.178711,0,1595105679956
0.039001,0.143692,0.044968,-0.005463,-0.025391,-0.124115,0,1595105680073
0.027863,0.135315,-0.027817,-0.011138,-0.008377,-0.171509,0,1595105680160
0.044571,0.112991,-0.056732,0.016708,-0.022324,-0.192047,0,1595105680304
0.040192,0.114639,0.031845,-0.004379,0.001648,-0.081146,0,1595105680384
0.024918,0.094101,-0.053085,-0.015274,-0.020538,-0.167724,0,1595105680501
0.059784,0.088165,-0.047028,0.034866,-0.005936,-0.141129,0,1595105680592
0.060043,0.104523,-0.421005,0.000259,0.016358,-0.50917,0,1595105680775
0.020721,0.155609,0.007614,-0.039322,0.051086,-0.096909,0,1595105680805
0.029922,0.107224,-0.102478,0.009201,-0.048385,-0.258087,0,1595105680978
0.044998,0.126099,0.065903,0.015076,0.018875,-0.041321,0,1595105681081
0.034729,0.116623,-0.130051,-0.010269,-0.009476,-0.25615,0,1595105681191
0.011185,0.161163,-0.037888,-0.023544,0.04454,-0.154511,0,1595105681309
0.030045,0.151794,-0.035568,0.01886,-0.009369,-0.196731,0,1595105681402
0.024078,0.204361,0.164902,-0.005967,0.052567,0.013108,0,1595105681492
0.014175,0.164093,-0.002686,-0.009903,-0.040268,-0.207047,0,1595105681593
0.033722,0.159454,0.157837,0.019547,-0.004639,-0.006256,0,1595105681696
0.007523,0.099335,-0.012009,-0.026199,-0.060119,-0.171463,0,1595105681813
0.025024,0.07576,-0.046143,0.017501,-0.023575,-0.145478,0,1595105681921
0.014389,0.080505,0.049133,-0.010635,0.004745,-0.026627,0,1595105682105
0.009583,0.117599,0.14978,-0.004806,0.037094,0.069275,0,1595105682208
0.028961,0.128937,0.091507,0.019378,0.011338,-0.026092,0,1595105682310
-0.00061,0.133453,0.004852,-0.029571,0.004516,-0.124085,0,1595105682330
0.013809,0.12027,-0.130203,0.014419,-0.013183,-0.263656,0,1595105682515
0.021378,0.130585,-0.021332,0.007569,0.010315,-0.141602,0,1595105682618
0.034622,0.131424,0.002274,0.013244,0.000839,-0.128311,0,1595105682654
0.012909,0.129776,-0.011642,-0.021713,-0.001648,-0.143066,0,1595105682821
0.001831,0.12709,-0.02005,-0.011078,-0.002686,-0.149826,0,1595105682924
0.004883,0.131744,-0.009735,0.003052,0.004654,-0.136825,0,1595105683028
0.016922,0.136261,0.076492,0.012039,0.004517,-0.055252,0,1595105683130
0.024002,0.117722,-0.033035,0.00708,-0.018539,-0.169296,0,1595105683333
0.07077,0.116501,0.027206,0.046768,-0.001221,-0.090516,0,1595105683445
0.035492,0.140579,0.017807,-0.035278,0.024078,-0.098694,0,1595105683450
0.002151,0.137756,0.034134,-0.033341,-0.002823,-0.106445,0,1595105683554
0.00058,0.11113,0.009445,-0.001571,-0.026626,-0.128311,0,1595105683642
0.02182,0.101593,-0.006729,0.02124,-0.009537,-0.117859,0,1595105683766
0.023193,0.110672,-0.011703,0.001373,0.009079,-0.113296,0,1595105683887
0.019348,0.080185,0.002716,-0.003845,-0.030487,-0.107956,0,1595105684050
0.011047,0.065628,0.007736,-0.008301,-0.014557,-0.072449,0,1595105684153
-0.002335,0.067154,0.045486,-0.013382,0.001526,-0.020142,0,1595105684191
0.016296,0.078232,-0.038986,0.018631,0.011078,-0.10614,0,1595105684262
0.026199,0.077942,0.013977,0.009903,-0.00029,-0.064255,0,1595105684384
-0.000092,0.062119,-0.018524,-0.026291,-0.015823,-0.096466,0,1595105684494
0.016937,0.034332,-0.038895,0.017029,-0.027787,-0.101014,0,1595105684597
0.030579,0.041946,0.036392,0.013642,0.007614,0.00206,0,1595105684767
0.03363,0.036392,0.015701,0.003051,-0.005554,-0.026245,0,1595105684870
-0.003387,0.029114,0.033005,-0.037017,-0.007278,-0.003387,0,1595105684896
0.026703,0.028687,-0.008255,0.03009,-0.000427,-0.037369,0,1595105685075
0.045059,0.040527,-0.049942,0.018356,0.01184,-0.078629,0,1595105685178
0.015381,0.017349,-0.011169,-0.029678,-0.023178,-0.051696,0,1595105685280
0.018204,0.035629,0.083984,0.002823,0.01828,0.066635,0,1595105685384
0.00766,0.02388,0.005356,-0.010544,-0.011749,-0.030273,0,1595105685485
0.010513,0.026535,0.160736,0.002853,0.002655,0.136856,0,1595105685587
0.017288,0.005951,0.042465,0.006775,-0.020584,0.01593,0,1595105685690
0.025009,-0.03125,0.001678,0.007721,-0.037201,-0.004273,0,1595105685792
0.02655,-0.077301,0.007095,0.001541,-0.046051,0.038345,0,1595105685895
0.021149,-0.071259,-0.010864,-0.005401,0.006042,0.066437,0,1595105685997
0.014465,-0.000214,0.035675,-0.006684,0.071045,0.106934,0,1595105686117
0.014511,0.022461,0.007645,0.000046,0.022675,0.007859,0,1595105686221
0.021576,0.034119,-0.023926,0.007065,0.011658,-0.046387,0,1595105686318
0.020279,0.030838,0.036804,-0.001297,-0.003281,0.002685,0,1595105686425
0.024536,0.022415,-0.037689,0.004257,-0.008423,-0.068527,0,1595105686524
0.01828,0.020081,0.00708,-0.006256,-0.002334,-0.015335,0,1595105686713
0.017151,0.027481,0.0009,-0.001129,0.0074,-0.019181,0,1595105686753
0.013962,0.027725,0.066833,-0.003189,0.000244,0.039352,0,1595105686918
0.01825,0.037033,0.045197,0.004288,0.009308,0.017472,0,1595105687021
0.014023,0.047623,0.067902,-0.004227,0.01059,0.030869,0,1595105687039
0.022232,0.06366,0.089828,0.008209,0.016037,0.042205,0,1595105687226
0.03331,0.055527,-0.012177,0.011078,-0.008133,-0.075837,0,1595105687252
0.00972,0.055832,-0.071106,-0.02359,0.000305,-0.126633,0,1595105687431
0.025208,0.063202,0.030563,0.015488,0.00737,-0.025269,0,1595105687465
0.02066,0.071121,0.007355,-0.004548,0.007919,-0.055847,0,1595105687634
0.019913,0.067459,0.012161,-0.000747,-0.003662,-0.05896,0,1595105687737
0.018387,0.070969,-0.004639,-0.001526,0.00351,-0.072098,0,1595105687772
0.029785,0.074753,-0.011902,0.011398,0.003784,-0.082871,0,1595105687941
0.032089,0.080017,0.025269,0.002304,0.005264,-0.049484,0,1595105688044
0.022644,0.089478,0.012253,-0.009445,0.009461,-0.067764,0,1595105688147
0.025375,0.04866,-0.020294,0.002731,-0.040818,-0.109772,0,1595105688250
0.037476,0.034134,-0.013474,0.012101,-0.014526,-0.062134,0,1595105688352
0.019714,0.016693,0.016266,-0.017762,-0.017441,-0.017868,0,1595105688465
0.020264,-0.010956,-0.021347,0.00055,-0.027649,-0.03804,0,1595105688557
0.023682,0.004059,-0.0522,0.003418,0.015015,-0.041244,0,1595105688686
